bank_count_500m,bus_stop_count_500m,cinema_count_500m,clinic_count_500m,college_count_500m,hospital_count_500m,museum_count_500m,office_count_500m,parking_space_count_500m,recreation_count_500m,retail_count_500m,school_count_500m,temple_count_500m,competitor_count_500m,avg_restaurant_rating_500m,avg_review_ratings_500m,nearest_restaurant_m,place_id,latitude,longitude,search_area,restaurant_name,primary_type,searched_as
34,2,1,49,37,9,2,64,12,15,70,31,7,31,4.364516129032259,212.38709677419354,54.05745008702924,BG_00157,27.68927477815149,85.33064481432646,Baneshwor,,,
7,3,0,24,6,13,2,42,4,9,57,18,8,7,4.283333333333334,66.66666666666667,356.16963253597777,BG_00158,27.69297373269944,85.35069644219374,Baneshwor,,,
16,5,0,22,17,11,2,61,3,10,82,28,16,9,4.744444444444444,32.77777777777778,108.73099267264357,BG_00159,27.70227947092074,85.32927558448795,Baneshwor,,,
21,5,0,43,33,17,0,68,5,23,103,19,13,29,4.4206896551724135,169.48275862068965,113.59461251216794,BG_00160,27.686371972397772,85.34108816217424,Baneshwor,,,
18,0,0,23,25,7,2,71,3,21,66,33,10,26,4.319230769230769,102.38461538461539,118.88863589439185,BG_00161,27.697718570511896,85.33537522118199,Baneshwor,,,
10,0,0,40,13,11,0,62,6,30,91,18,15,18,4.5,68.27777777777777,147.2992557485238,BG_00162,27.682865457276787,85.34154745926195,Baneshwor,,,
41,3,2,51,38,9,1,54,13,17,53,31,7,33,4.375757575757575,200.15151515151516,105.47136707702262,BG_00163,27.689782605173768,85.33116090889317,Baneshwor,,,
11,0,0,8,9,9,0,28,1,6,23,6,7,6,4.4,202.16666666666666,71.39006482056926,BG_00164,27.706806618867674,85.34027442862664,Baneshwor,,,
12,2,1,11,12,3,1,69,7,17,60,22,8,13,4.484615384615385,27.384615384615383,101.52324818482819,BG_00165,27.697300261535563,85.33092613383721,Baneshwor,,,
16,0,0,21,25,9,2,62,3,22,62,36,9,23,4.278260869565217,111.56521739130434,180.98889063232394,BG_00166,27.69825428551787,85.3351177604215,Baneshwor,,,
2,2,0,20,7,9,1,31,2,12,22,17,10,10,4.450000000000001,132.3,116.02524668726032,BG_00167,27.699922205174175,85.34951952820704,Baneshwor,,,
6,1,0,28,21,10,0,49,1,13,69,37,12,10,4.4,40.22222222222222,98.16475999502943,BG_00168,27.69501773630391,85.34321445947651,Baneshwor,,,
15,1,1,16,19,7,2,58,3,19,57,36,7,22,4.377272727272726,98.9090909090909,215.9012787806621,BG_00169,27.698625824611977,85.33364014489612,Baneshwor,,,
11,3,0,34,7,15,1,57,4,16,74,22,14,10,4.411111111111111,71.11111111111111,231.48173876321025,BG_00170,27.695350172047156,85.34905014597832,Baneshwor,,,
10,0,0,9,14,8,0,24,2,8,22,13,8,5,4.3,238.0,174.09601134653238,BG_00171,27.704961660105806,85.34441680317991,Baneshwor,,,
14,1,0,35,18,7,0,75,3,22,105,19,22,20,4.42,92.15,81.92347631388984,BG_00172,27.682044546789722,85.33659924693791,Baneshwor,,,
23,4,0,23,20,9,2,55,5,18,63,23,19,7,4.700000000000001,49.285714285714285,193.85596126547557,BG_00173,27.70605960269866,85.33105556766614,Baneshwor,,,
27,1,0,44,24,12,1,74,3,19,123,28,11,34,4.357575757575758,193.3030303030303,152.48177336081045,BG_00174,27.68795471690049,85.34576419439524,Baneshwor,,,
52,4,3,61,35,7,0,45,13,18,53,33,9,43,4.2953488372093025,202.8372093023256,91.14235577852023,BG_00175,27.691047527984534,85.33262869225946,Baneshwor,,,
27,0,1,33,30,8,1,67,4,16,74,41,10,30,4.276666666666666,153.66666666666666,124.47505649774034,BG_00176,27.695112309960923,85.33862395384037,Baneshwor,,,
22,0,0,28,13,12,0,45,5,8,38,18,13,10,4.2700000000000005,129.6,141.9220716420893,BG_00177,27.703891899368063,85.3430577803847,Baneshwor,,,
33,2,2,38,32,8,0,68,11,18,56,29,10,33,4.384848484848486,95.66666666666667,206.8338627409656,BG_00178,27.69367981840068,85.33208103866126,Baneshwor,,,
11,3,0,28,8,9,1,46,2,13,74,22,12,10,4.4375,35.125,183.27129464034005,BG_00179,27.693591766717464,85.34819370431303,Baneshwor,,,
6,3,0,32,5,16,2,56,4,10,68,17,8,9,4.3625,74.375,279.01400172904374,BG_00180,27.69439548537204,85.35004236739579,Baneshwor,,,
10,3,0,34,7,15,1,54,4,16,77,23,14,11,4.470000000000001,64.1,256.32790251788674,BG_00181,27.695170943746433,85.34889328322907,Baneshwor,,,
10,1,0,29,18,9,0,55,1,12,91,35,16,15,4.484615384615385,53.30769230769231,58.209743860850025,BG_00182,27.69377857503475,85.34417440192217,Baneshwor,,,
6,0,0,16,11,7,0,39,5,9,47,18,11,5,4.42,40.8,341.9736245441514,BG_00183,27.702259747306574,85.34624160216171,Baneshwor,,,
23,1,0,33,23,9,1,73,3,14,97,26,9,26,4.312,107.76,69.64269745938705,BG_00184,27.687086950269546,85.34792938615611,Baneshwor,,,
15,3,0,36,25,13,0,63,1,14,106,26,14,29,4.322222222222222,175.33333333333334,61.78627038491487,BG_00185,27.690662340086362,85.34145263998231,Baneshwor,,,
39,3,2,49,32,7,0,66,10,21,55,30,11,40,4.3875,120.05,113.0966589062255,BG_00186,27.692823566323828,85.33218459586084,Baneshwor,,,
5,0,0,17,19,8,1,80,5,24,78,20,12,9,4.51111111111111,82.44444444444444,204.20125352214674,BG_00187,27.68480237225878,85.32695510642729,Baneshwor,,,
11,1,0,34,13,9,0,63,3,14,90,30,15,11,4.345454545454545,64.27272727272727,124.79961209193381,BG_00188,27.696372630353963,85.34527052455687,Baneshwor,,,
22,1,1,42,24,7,2,64,10,17,71,22,12,19,4.3578947368421055,95.52631578947368,135.91793095742474,BG_00189,27.688557180905523,85.32865321500856,Baneshwor,,,
19,3,0,26,15,8,1,37,5,22,51,17,16,7,4.557142857142858,58.285714285714285,174.7721121087814,BG_00190,27.704506200914146,85.33378333765145,Baneshwor,,,
18,0,0,31,17,9,1,95,6,19,106,19,29,11,4.5636363636363635,73.0909090909091,149.7516259663678,BG_00191,27.682537011331473,85.32987475784887,Baneshwor,,,
5,3,0,23,4,17,2,49,3,11,49,12,8,8,4.357142857142857,90.85714285714286,52.37964890099124,BG_00192,27.695615802739187,85.35188653934674,Baneshwor,,,
41,2,1,47,32,10,1,76,5,16,75,37,11,35,4.3028571428571425,178.4857142857143,102.88156648540428,BG_00193,27.692728757587723,85.33542135521684,Baneshwor,,,
29,1,0,35,18,12,0,44,4,18,41,18,14,12,4.375000000000001,103.5,240.41778920504385,BG_00194,27.703992035729396,85.33855791689321,Baneshwor,,,
23,0,0,37,25,7,1,60,4,18,61,40,14,28,4.285714285714286,100.17857142857143,88.37603525310837,BG_00195,27.698362273989872,85.33719932034421,Baneshwor,,,
54,5,3,61,35,10,0,51,12,16,49,35,8,47,4.274468085106383,195.63829787234042,74.66818614866605,BG_00196,27.690656337301778,85.33305761889277,Baneshwor,,,
22,3,0,34,27,8,1,77,9,15,68,21,8,17,4.447058823529412,42.470588235294116,180.24061703123954,BG_00197,27.6909554823127,85.32813124878298,Baneshwor,,,
37,0,2,42,33,9,1,87,7,12,95,30,16,28,4.375,173.78571428571428,102.44314845628236,BG_00198,27.6845099734451,85.33236573557124,Baneshwor,,,
15,1,0,30,9,8,0,81,3,28,106,20,22,14,4.285714285714286,119.35714285714286,176.71626972022142,BG_00199,27.681009792120978,85.33534842868882,Baneshwor,,,
12,1,0,24,14,7,1,56,4,22,60,16,9,9,4.422222222222222,87.33333333333333,137.62231093139897,BG_00200,27.688853405705174,85.32500595697744,Baneshwor,,,
7,3,0,24,6,14,2,42,4,9,58,18,8,7,4.283333333333334,66.66666666666667,342.32177620142375,BG_00201,27.69287310270906,85.35079690336191,Baneshwor,,,
34,1,1,35,28,11,1,64,3,19,73,37,9,34,4.279411764705882,134.44117647058823,104.87001260517711,BG_00202,27.694816803956087,85.33559145690336,Baneshwor,,,
39,3,1,42,34,10,1,71,9,18,61,32,9,34,4.361764705882353,103.58823529411765,180.81835426521522,BG_00203,27.693490667750414,85.33238346583985,Baneshwor,,,
5,3,0,25,5,17,2,52,4,11,52,14,8,8,4.357142857142857,90.85714285714286,143.70460200972934,BG_00204,27.695089983081257,85.3511722810212,Baneshwor,,,
7,0,0,30,12,9,0,66,5,31,89,18,15,17,4.458823529411765,91.82352941176471,97.49191444674587,BG_00205,27.682425485315566,85.3414263041646,Baneshwor,,,
25,2,0,29,24,4,1,70,13,15,67,20,10,25,4.488,38.92,87.00438684461592,BG_00206,27.693044823253743,85.33011715246852,Baneshwor,,,
11,3,1,11,9,5,2,51,7,11,54,18,9,14,4.542857142857143,28.142857142857142,84.29504233492622,BG_00207,27.69923846647535,85.32802062078467,Baneshwor,,,
7,2,0,26,9,9,0,47,5,15,43,23,16,8,4.3500000000000005,79.125,161.57610713058995,BG_00208,27.69994959473609,85.34712114609027,Baneshwor,,,
14,3,1,11,14,5,2,50,7,12,69,21,10,9,4.733333333333333,34.0,122.42863108129522,BG_00209,27.70029004944839,85.32795013431529,Baneshwor,,,
45,3,2,55,45,10,1,86,10,11,84,33,11,38,4.252631578947368,196.6578947368421,142.7654370899165,BG_00210,27.68598590214506,85.33348547000936,Baneshwor,,,
21,0,0,39,24,9,0,55,7,15,49,26,21,15,4.28,93.6,93.83578402213398,BG_00211,27.70070533865648,85.34277624964459,Baneshwor,,,
22,0,0,28,13,12,0,47,5,7,44,19,18,10,4.2700000000000005,129.6,93.52436480894389,BG_00212,27.70386693056841,85.34256761986,Baneshwor,,,
11,0,0,11,9,9,0,28,1,7,27,6,9,5,4.3,238.0,114.68416921239508,BG_00213,27.70599182043112,85.3416143704049,Baneshwor,,,
27,3,0,44,26,13,1,74,4,19,126,28,13,33,4.33125,201.71875,107.98855897390902,BG_00214,27.68697405457744,85.34396648622038,Baneshwor,,,
17,1,0,38,24,12,1,58,1,14,112,25,15,29,4.451851851851852,162.77777777777777,166.0269332968654,BG_00215,27.690519446438625,85.34389002904312,Baneshwor,,,
15,3,0,3,4,2,0,32,7,3,28,2,4,9,4.2444444444444445,87.55555555555556,224.05984706130047,BG_00216,27.696009575173697,85.32444774131811,Baneshwor,,,
16,1,0,33,15,8,0,79,2,23,112,19,20,17,4.394117647058824,101.47058823529412,110.087903399054,BG_00217,27.681777086141654,85.33614198026766,Baneshwor,,,
20,0,2,21,22,7,2,68,4,22,64,39,8,31,4.287096774193548,130.8709677419355,99.89085059689093,BG_00218,27.696331440210766,85.33449963904776,Baneshwor,,,
19,3,0,15,16,4,1,54,10,11,57,7,7,15,4.406666666666666,47.666666666666664,90.94685850335631,BG_00219,27.69270566769511,85.32573970481327,Baneshwor,,,
57,7,3,53,44,18,0,58,10,14,62,25,9,53,4.258490566037736,248.69811320754718,119.33694315861298,BG_00220,27.688788276201485,85.33715586480609,Baneshwor,,,
16,1,0,33,16,8,0,78,2,23,113,21,17,18,4.388888888888889,102.33333333333333,129.62718098220077,BG_00221,27.681734603080066,85.33593216290548,Baneshwor,,,
28,6,1,41,44,15,0,53,9,21,81,23,10,38,4.31842105263158,159.78947368421052,142.0232586782601,BG_00222,27.686601521873612,85.33923354853638,Baneshwor,,,
2,0,0,10,6,5,0,27,3,10,23,14,10,7,4.385714285714285,161.14285714285714,161.66759398788378,BG_00223,27.702035068177093,85.34881326402385,Baneshwor,,,
17,2,0,39,24,11,1,67,0,13,122,30,16,29,4.3999999999999995,157.25925925925927,83.35761637594167,BG_00224,27.690896287194615,85.34252177677324,Baneshwor,,,
25,4,0,45,31,19,1,71,4,17,109,23,17,33,4.396774193548387,155.4516129032258,98.71118080505357,BG_00225,27.688624037865818,85.34284944276463,Baneshwor,,,
46,7,2,58,48,21,0,64,9,19,88,30,13,47,4.297826086956522,236.17391304347825,104.60032875561605,BG_00226,27.68891653047561,85.33923053388291,Baneshwor,,,
20,1,0,43,25,9,1,69,4,17,87,39,15,26,4.257692307692308,96.07692307692308,243.08452796288694,BG_00227,27.696710766272904,85.3415226591977,Baneshwor,,,
22,0,1,29,31,7,1,63,4,17,66,42,10,32,4.275,151.03125,86.2773953791103,BG_00228,27.695855679521635,85.33797639548276,Baneshwor,,,
58,7,3,54,53,16,0,63,9,16,86,37,9,52,4.2176470588235295,202.31372549019608,116.61661673843722,BG_00229,27.69077502465043,85.33728436641024,Baneshwor,,,
7,1,0,28,21,10,0,53,1,12,75,36,11,14,4.391666666666667,38.0,59.95186069120507,BG_00230,27.694854906605787,85.34365549506667,Baneshwor,,,
21,2,1,36,28,11,1,72,2,14,100,43,15,27,4.276923076923077,159.03846153846155,151.47747829498297,BG_00231,27.693594708288114,85.3408697100835,Baneshwor,,,
16,4,1,20,13,9,2,65,6,12,82,24,15,9,4.744444444444444,32.77777777777778,137.12229015239,BG_00232,27.701118237084618,85.32889141621317,Baneshwor,,,
22,1,0,32,28,7,1,94,5,24,105,22,15,21,4.3809523809523805,111.19047619047619,169.70026477296923,BG_00233,27.68297028033173,85.33514214209008,Baneshwor,,,
12,2,1,14,10,6,2,53,8,16,59,20,9,12,4.558333333333333,25.25,154.03467273548804,BG_00234,27.69857090177935,85.33054512629678,Baneshwor,,,
19,3,0,27,17,10,3,45,4,20,69,26,14,7,4.728571428571429,52.0,176.62506645622727,BG_00235,27.702626956988407,85.33270179249386,Baneshwor,,,
4,0,0,17,17,6,1,70,5,20,64,17,9,8,4.449999999999999,90.125,100.4593384505108,BG_00236,27.68583372247296,85.32647032184046,Baneshwor,,,
8,1,0,27,13,7,1,72,3,23,68,16,10,7,4.3,100.14285714285714,77.12295230473003,BG_00237,27.687728465753256,85.32522125575677,Baneshwor,,,
26,0,1,27,21,9,2,65,3,21,67,39,9,32,4.2718750000000005,138.625,120.39867895947489,BG_00238,27.6954530607809,85.33468895666593,Baneshwor,,,
56,5,3,59,40,8,1,49,15,18,50,32,9,45,4.293333333333333,205.57777777777778,152.49952661345912,BG_00239,27.69045614618971,85.33223392258661,Baneshwor,,,
15,2,0,29,25,11,1,61,1,12,124,30,17,20,4.483333333333333,31.0,140.89423336076038,BG_00240,27.691440302545814,85.34421680366229,Baneshwor,,,
18,4,1,15,18,5,1,68,12,16,54,20,12,21,4.466666666666667,30.095238095238095,83.09405251293244,BG_00241,27.695235416874677,85.32992162561055,Baneshwor,,,
20,0,0,34,14,14,0,52,4,13,54,17,19,12,4.308333333333334,110.75,63.54879489865715,BG_00242,27.703668195276073,85.34100844569066,Baneshwor,,,
11,3,1,17,13,8,2,44,7,13,68,25,11,9,4.577777777777778,35.888888888888886,150.2358499510562,BG_00243,27.699964395411808,85.33025432283739,Baneshwor,,,
22,0,1,22,21,9,2,65,4,23,60,40,8,31,4.248387096774193,141.38709677419354,121.1518182686789,BG_00244,27.69578257881074,85.33469682991048,Baneshwor,,,
22,0,0,35,20,12,0,56,7,8,50,25,19,11,4.154545454545455,118.81818181818181,189.76138871116254,BG_00245,27.702393055093463,85.34298194875392,Baneshwor,,,
24,2,1,40,28,12,1,72,2,15,101,42,14,26,4.26,162.44,172.03661370957562,BG_00246,27.693137200479956,85.34072118978996,Baneshwor,,,
8,1,0,11,8,9,1,18,2,14,20,7,11,5,4.5,114.6,233.1773454247288,BG_00247,27.706973743428826,85.33777109470775,Baneshwor,,,
22,1,0,41,26,9,1,72,4,14,88,40,14,28,4.3,92.75,209.3155783573614,BG_00248,27.696488106799897,85.341234511412,Baneshwor,,,
8,1,0,21,8,6,0,75,4,23,85,20,21,15,4.36,99.06666666666666,57.187806566228495,BG_00249,27.681534535310124,85.33787579354372,Baneshwor,,,
23,1,0,26,22,8,1,62,3,15,84,28,5,19,4.294736842105263,133.78947368421052,69.34568108482286,BG_00250,27.685344628968032,85.34810766263305,Baneshwor,,,
17,2,0,18,10,7,1,27,4,20,31,11,13,7,4.5285714285714285,62.57142857142857,107.19844937554221,BG_00251,27.707116569075954,85.33453499025292,Baneshwor,,,
16,0,0,17,11,9,0,30,3,8,32,6,14,6,4.4,202.16666666666666,77.48341431814032,BG_00252,27.705585423866626,85.34124299255224,Baneshwor,,,
18,0,0,18,12,11,0,33,2,8,25,11,12,6,4.066666666666666,201.83333333333334,88.85650101850537,BG_00253,27.705013587916383,85.34248654665276,Baneshwor,,,
18,3,0,14,14,5,1,55,8,8,52,10,6,14,4.321428571428571,59.214285714285715,141.0570037901574,BG_00254,27.692318712650074,85.32533031876437,Baneshwor,,,
15,3,0,1,4,2,0,30,7,5,35,2,4,8,4.3,89.125,220.2030206480432,BG_00255,27.696156605981454,85.32418591214491,Baneshwor,,,
23,1,0,38,21,7,1,60,5,22,56,33,14,24,4.241666666666667,111.375,68.63609382952592,BG_00256,27.698912419238923,85.33697420847983,Baneshwor,,,
9,3,0,35,9,12,1,51,3,14,72,23,15,9,4.375,80.625,161.95263976599776,BG_00257,27.696863231037085,85.34802662610868,Baneshwor,,,
17,3,1,13,11,4,0,42,12,9,38,9,6,16,4.4625,50.3125,118.70578146396711,BG_00258,27.694955767581174,85.32653187356576,Baneshwor,,,
5,0,0,12,5,4,1,33,2,7,56,16,7,8,4.2125,59.5,141.30129190772573,BG_00259,27.690954712373237,85.35105265703342,Baneshwor,,,
38,2,2,50,34,9,1,84,11,12,78,32,9,34,4.282352941176471,191.1764705882353,129.49803187423623,BG_00260,27.686354041646105,85.33154715526216,Baneshwor,,,
20,3,1,18,15,4,1,58,13,12,43,16,6,14,4.478571428571429,24.5,64.48605418647259,BG_00261,27.694083529912014,85.32794355637492,Baneshwor,,,
6,0,0,20,10,10,0,44,5,14,47,20,15,6,4.249999999999999,83.66666666666667,288.1745759749253,BG_00262,27.701008120768062,85.34661206404449,Baneshwor,,,
33,1,0,43,23,10,0,62,5,23,52,26,11,21,4.314285714285715,123.66666666666667,156.8518599468481,BG_00263,27.7009449375305,85.33715393675324,Baneshwor,,,
17,1,0,29,20,10,2,58,6,25,64,33,13,25,4.332,106.72,116.14488312149814,BG_00264,27.698802551840732,85.33572790041264,Baneshwor,,,
24,4,1,34,33,14,0,62,8,21,76,18,15,35,4.2942857142857145,150.71428571428572,70.28468999943932,BG_00265,27.684655022892414,85.33849744739916,Baneshwor,,,
27,2,0,48,28,15,1,64,4,17,122,30,14,35,4.375757575757575,197.87878787878788,100.86041393050294,BG_00266,27.68793096022695,85.3444892230674,Baneshwor,,,
19,2,0,39,25,12,1,62,2,16,113,26,16,28,4.4423076923076925,168.92307692307693,193.90405181884762,BG_00267,27.69024941573611,85.34341421149924,Baneshwor,,,
12,1,0,25,15,10,0,48,2,13,83,22,13,10,4.4875,35.75,123.80800619777149,BG_00268,27.693275495498156,85.34656743190504,Baneshwor,,,
12,1,0,24,16,11,0,48,2,13,85,22,14,10,4.4875,35.75,113.84050832159308,BG_00269,27.693163637973086,85.3465419245782,Baneshwor,,,
13,1,0,25,15,11,1,65,2,9,113,25,13,16,4.3,53.357142857142854,95.2373509073442,BG_00270,27.69180525461344,85.34573967730103,Baneshwor,,,
12,3,0,34,12,8,0,66,3,11,76,30,14,10,4.340000000000001,66.3,196.0523726738667,BG_00271,27.697697335898937,85.34575488045017,Baneshwor,,,
16,0,0,24,13,11,0,43,5,10,45,21,15,9,4.144444444444444,154.0,314.02465867702244,BG_00272,27.7025945539127,85.34541183226875,Baneshwor,,,
18,2,0,28,19,9,2,50,5,19,75,30,12,17,4.347058823529411,83.11764705882354,206.8128427447288,BG_00273,27.70087406988186,85.33449401956261,Baneshwor,,,
15,1,0,21,7,13,1,54,2,20,39,11,6,6,4.3999999999999995,114.83333333333333,301.4004301628183,BG_00274,27.689489086041135,85.32344371151608,Baneshwor,,,
1,2,0,13,7,7,0,27,3,9,22,17,11,8,4.4125,148.125,93.28786389252237,BG_00275,27.701518568068124,85.34920547396209,Baneshwor,,,
25,4,0,43,24,16,1,70,4,22,124,28,11,27,4.3999999999999995,226.66666666666666,113.27275792944796,BG_00276,27.686294434121553,85.34346788162833,Baneshwor,,,
44,2,2,51,41,10,2,67,10,18,70,34,9,35,4.38,198.17142857142858,57.51158834148757,BG_00277,27.688688854901926,85.33098662130836,Baneshwor,,,
17,3,0,23,18,6,1,65,7,15,60,17,6,15,4.386666666666668,61.13333333333333,174.0488416934395,BG_00278,27.69122526754957,85.32668437997023,Baneshwor,,,
10,0,0,10,14,9,0,28,2,8,22,14,10,5,4.3,238.0,190.53742665945057,BG_00279,27.70479003730533,85.34432489169745,Baneshwor,,,
25,2,0,33,13,9,1,39,4,17,46,17,16,11,4.490909090909091,117.36363636363636,55.26360542939774,BG_00280,27.70488931193423,85.33696298879663,Baneshwor,,,
15,0,0,15,14,11,0,31,3,8,30,16,10,8,4.1125,157.5,246.36669378307602,BG_00281,27.70431018806325,85.34451044986947,Baneshwor,,,
26,1,0,44,24,11,1,75,5,23,127,29,9,29,4.406896551724138,212.44827586206895,138.11641578134757,BG_00282,27.686117887251736,85.34413200672608,Baneshwor,,,
17,1,0,32,20,7,1,61,4,22,71,22,12,13,4.476923076923077,64.92307692307692,115.51412261844683,BG_00283,27.68839761941524,85.32702002754583,Baneshwor,,,
47,7,2,50,43,15,0,63,11,15,79,21,10,44,4.2250000000000005,254.0,76.33635207902105,BG_00284,27.686716498059393,85.33672807248452,Baneshwor,,,
19,3,0,24,15,9,1,37,6,21,52,18,15,7,4.557142857142858,58.285714285714285,235.73735273951158,BG_00285,27.705036996492904,85.33349290774817,Baneshwor,,,
9,2,1,11,19,5,1,54,9,17,59,30,8,12,4.466666666666668,38.166666666666664,120.15849805336977,BG_00286,27.698309444939557,85.3325906573296,Baneshwor,,,
19,3,1,12,15,4,2,48,7,10,67,17,10,12,4.7,45.5,188.28592929904588,BG_00287,27.70018409314139,85.32680601457504,Baneshwor,,,
3,1,0,15,7,7,0,68,4,21,86,19,20,14,4.378571428571429,102.35714285714286,115.45018447579596,BG_00288,27.68143763463596,85.33845695319427,Baneshwor,,,
55,7,2,60,51,21,0,58,10,19,86,31,12,52,4.26470588235294,255.0392156862745,130.60369838963607,BG_00289,27.689098003385016,85.33822749227355,Baneshwor,,,
18,1,0,32,13,13,0,42,4,12,44,13,18,11,4.336363636363637,130.63636363636363,125.17639025074523,BG_00290,27.704219827820133,85.34042011556214,Baneshwor,,,
13,2,0,30,26,6,0,77,0,12,114,34,15,23,4.328571428571428,46.42857142857143,113.2880692235958,BG_00291,27.692513479398347,85.34177923208877,Baneshwor,,,
5,0,0,15,9,6,0,40,5,9,49,19,11,7,4.357142857142857,72.85714285714286,337.9392360452471,BG_00292,27.70200074190373,85.34666731866587,Baneshwor,,,
1,0,0,11,6,6,0,27,3,9,22,15,11,7,4.385714285714285,161.14285714285714,123.26843967094665,BG_00293,27.701825604637342,85.34914419576873,Baneshwor,,,
22,1,0,35,20,7,1,60,5,22,56,33,14,24,4.241666666666667,111.375,68.01399626655227,BG_00294,27.698950433926317,85.33678999028754,Baneshwor,,,
29,1,0,41,29,14,0,78,3,27,81,28,11,19,4.372222222222223,125.27777777777777,182.65289431128986,BG_00295,27.683168613330658,85.34602813583962,Baneshwor,,,
17,0,0,16,14,10,0,31,2,7,24,11,11,6,4.066666666666666,201.83333333333334,144.04955257101042,BG_00296,27.704974052151037,85.3430483055977,Baneshwor,,,
12,3,1,11,10,5,2,50,6,10,53,15,10,14,4.642857142857143,36.357142857142854,156.36555050861392,BG_00297,27.69922873948081,85.32726669928162,Baneshwor,,,
18,4,0,4,7,2,0,47,7,6,52,2,3,12,4.5249999999999995,58.25,367.5387541148938,BG_00298,27.69751622105565,85.3245327036901,Baneshwor,,,
18,1,0,20,9,10,1,34,3,16,26,9,13,10,4.44,129.0,156.98014767167828,BG_00299,27.7060292719471,85.33760101540774,Baneshwor,,,
60,1,1,26,13,8,0,42,1,7,47,22,12,7,4.728571428571429,35.857142857142854,104.99648316642948,BG_00300,27.695382136420616,85.29872757889734,New Road,,,
57,1,1,23,12,6,0,46,2,8,57,24,15,6,4.683333333333334,41.666666666666664,93.93083725707636,BG_00301,27.6948625076017,85.2994850684382,New Road,,,
51,3,3,21,15,5,10,80,8,19,100,15,15,72,4.418309859154929,288.28169014084506,74.31891697965254,BG_00302,27.711357587658302,85.31643716513169,New Road,,,
14,0,0,7,2,3,1,22,2,5,39,8,25,5,4.56,93.4,228.56380060663037,BG_00303,27.69124634573417,85.30314283228455,New Road,,,
52,1,1,30,3,8,9,61,9,21,92,22,68,47,4.206666666666668,97.17777777777778,127.87769065703587,BG_00304,27.70002161183574,85.30633132128622,New Road,,,
44,1,1,25,5,12,4,60,11,17,90,19,60,41,4.3076923076923075,88.76923076923077,99.83605699772625,BG_00305,27.699238773065975,85.30608231805029,New Road,,,
51,9,2,27,36,10,4,64,16,15,93,37,17,42,4.273809523809524,189.5,126.85689937500177,BG_00306,27.70683989008674,85.31789831862153,New Road,,,
5,0,0,5,4,3,1,15,2,11,42,19,10,3,4.3,170.33333333333334,429.4906691278792,BG_00307,27.704971347672327,85.29736417425183,New Road,,,
10,0,0,21,3,6,1,24,3,15,67,25,31,7,4.6000000000000005,98.16666666666667,389.7524235579115,BG_00308,27.705654834048524,85.3008478949911,New Road,,,
65,7,2,32,31,18,5,77,12,19,114,32,35,35,4.377142857142857,199.42857142857142,63.35587988065273,BG_00309,27.70664165448284,85.3157755464706,New Road,,,
44,0,2,20,14,9,23,60,17,71,88,25,33,111,4.55,305.6272727272727,63.21878059954201,BG_00310,27.713634620781615,85.30953812335991,New Road,,,
1,0,0,0,2,0,1,3,0,5,10,11,4,0,,,676.2950213766144,BG_00311,27.706302787068786,85.29447459228713,New Road,,,
15,1,0,7,5,5,1,44,5,12,65,11,26,6,4.233333333333333,131.66666666666666,187.99818852861986,BG_00312,27.691863688043277,85.3070787331801,New Road,,,
34,0,0,32,12,11,17,47,7,38,113,26,51,47,4.576595744680852,244.06382978723406,73.10758868486181,BG_00313,27.71038426763536,85.30806736919236,New Road,,,
