bank_count_500m,bus_stop_count_500m,cinema_count_500m,clinic_count_500m,college_count_500m,hospital_count_500m,museum_count_500m,office_count_500m,parking_space_count_500m,recreation_count_500m,retail_count_500m,school_count_500m,temple_count_500m,competitor_count_500m,avg_restaurant_rating_500m,avg_review_ratings_500m,nearest_restaurant_m,place_id,latitude,longitude,search_area,primary_type,searched_as
52,4,0,65,40,23,0,79,7,19,104,38,25,32,4.355172413793103,129.41379310344828,12.254907788782216,ChIJodcQO2gZ6zkRNKjE9YEVYos,27.670556,85.31912129999999,Patan durbar square,restaurant,restaurant
20,3,1,34,35,1,7,92,4,14,85,9,10,22,4.336363636363637,241.45454545454547,43.09922167553715,ChIJZ9QN7LcZ6zkRzIeU1YpfmRE,27.6815276,85.3173995,Patan durbar square,restaurant,restaurant
62,4,0,68,34,21,33,67,4,16,144,37,70,68,4.396923076923078,150.1846153846154,7.1841962496596,ChIJGVOF6MsZ6zkR8xo42R6PbuM,27.6719387,85.3224783,Patan durbar square,restaurant,restaurant
3,0,0,8,7,2,1,10,0,4,18,4,2,10,4.42,123.4,241.80146037094943,ChIJTbTtUWoZ6zkRd1LzfI99e34,27.6667652,85.307594,Patan durbar square,restaurant,restaurant
24,1,0,26,7,8,35,23,1,11,107,19,97,65,4.4969230769230775,122.04615384615384,11.092492599286086,ChIJob1GVFEZ6zkRQjsOKZZyqEU,27.6743263,85.3253427,Patan durbar square,italian_restaurant,restaurant
22,1,0,22,4,7,33,21,0,12,90,19,93,55,4.514545454545455,127.49090909090908,10.828446160013376,ChIJ180jAKMZ6zkRaCvqR4oYa_Q,27.6744661,85.3260435,Patan durbar square,japanese_restaurant,restaurant
53,4,0,58,26,17,34,57,2,10,139,26,90,68,4.412307692307691,140.6,38.914504161291674,ChIJjaYKEAAZ6zkREspHGihE-u8,27.672319,85.3237343,Patan durbar square,restaurant,restaurant
56,5,2,70,25,17,9,89,6,29,127,37,32,58,4.37962962962963,178.07407407407408,71.26322572852256,ChIJoeFfmt4Z6zkRnssjxvmCy1E,27.6748375,85.318884,Patan durbar square,asian_restaurant,restaurant
15,3,0,29,35,2,7,93,4,14,70,12,6,17,4.305882352941177,358.0,39.73995397875042,ChIJQ3vZ76QZ6zkRa-Nq7aLTrAo,27.681962,85.319754,Patan durbar square,family_restaurant,restaurant
25,1,0,24,4,8,33,24,1,9,107,18,98,56,4.510714285714286,133.51785714285714,10.82114345782572,ChIJRywMZwAZ6zkRk674NYK3eL0,27.6738054,85.32574609999999,Patan durbar square,restaurant,restaurant
37,4,3,58,7,16,3,75,5,25,82,32,19,60,4.296610169491525,324.5593220338983,15.289500864305257,ChIJv-zmWloZ6zkRCJGVQCfzSx0,27.6763703,85.3133581,Patan durbar square,restaurant,restaurant
50,4,0,56,22,21,29,46,2,10,132,25,90,61,4.411666666666666,133.18333333333334,33.01387676407077,ChIJvxniQsUZ6zkRYwAXHel-ZLA,27.6717383,85.3247097,Patan durbar square,restaurant,restaurant
30,2,0,31,8,13,29,36,0,8,123,24,88,54,4.433962264150943,134.88679245283018,32.7917468373026,ChIJq-bM-D4Z6zkRVhLjyjCN2lM,27.6713691,85.3267472,Patan durbar square,restaurant,restaurant
41,6,3,65,8,19,1,95,5,27,109,34,20,56,4.343636363636364,278.54545454545456,49.718864493302455,ChIJJXB32-wZ6zkRZsWEcBcTLLg,27.676212600000003,85.31593869999999,Patan durbar square,asian_restaurant,restaurant
6,0,0,15,8,5,1,39,1,10,45,9,8,16,4.35625,180.9375,42.40737562056887,ChIJK8PtVH8Z6zkRMJRSX4qqBDk,27.6700251,85.3090398,Patan durbar square,restaurant,restaurant
43,3,0,44,18,16,34,46,1,11,137,23,100,64,4.514516129032257,130.96774193548387,21.771700556160784,ChIJLzoZZA4Z6zkRLgMTOQQE3JY,27.6725495,85.3246353,Patan durbar square,restaurant,restaurant
44,6,3,67,9,19,1,86,5,32,89,38,19,53,4.3769230769230765,315.46153846153845,27.18170215406268,ChIJH_tU_bkZ6zkRI-83h08BaMs,27.674890200000004,85.3149744,Patan durbar square,restaurant,restaurant
30,2,0,28,8,12,25,33,1,8,109,25,77,52,4.409803921568628,149.1764705882353,35.005617622696256,ChIJnQ9OFfUZ6zkRm_c8VcenCyA,27.670840700000003,85.3271805,Patan durbar square,guest_house,restaurant
29,3,3,53,7,12,4,80,4,22,90,25,20,54,4.386792452830189,337.24528301886795,75.89181770298994,ChIJHWgAvUEZ6zkRuOpG2WNrHyw,27.6782065,85.3149538,Patan durbar square,korean_restaurant,restaurant
50,3,0,57,40,28,1,69,7,14,101,35,25,15,4.230769230769231,114.3076923076923,178.07255640639758,ChIJ7e8DVNAZ6zkRhFUX0Soqh1Y,27.6675346,85.32170579999999,Patan durbar square,restaurant,restaurant
38,6,3,63,7,19,3,76,5,26,89,37,17,55,4.355555555555556,311.74074074074076,31.59723520802414,ChIJM2OWl8wZ6zkRHp4CffUL_LI,27.6761589,85.3141198,Patan durbar square,restaurant,restaurant
3,0,0,21,6,2,1,53,6,16,40,10,9,24,4.508333333333333,241.125,38.31655006045667,ChIJt9wiTL4Z6zkRFKRs-TkbHYg,27.6822588,85.306298,Patan durbar square,restaurant,restaurant
25,4,2,40,36,3,8,77,6,22,101,15,18,39,4.379487179487181,219.92307692307693,114.31826420111192,ChIJjfQVODUZ6zkRn1qZiy7_lfU,27.6797548,85.3190133,Patan durbar square,food_court,restaurant
5,0,0,12,6,2,0,57,5,14,39,8,15,22,4.345454545454545,206.63636363636363,135.8163674865052,ChIJiclfpTcY6zkRbKhm0i2601E,27.6792514,85.305154,Patan durbar square,restaurant,restaurant
42,6,3,71,9,18,1,96,5,27,120,31,25,59,4.38448275862069,270.44827586206895,49.718864493302455,ChIJb34aRAAZ6zkRKqqipzBFp2k,27.6762676,85.3164389,Patan durbar square,restaurant,restaurant
4,0,0,20,3,3,2,55,3,11,44,16,9,28,4.496428571428571,209.46428571428572,11.5860348912818,ChIJtw2aHMAZ6zkRjKXL8cT1jO8,27.6830537,85.31141009999999,Patan durbar square,restaurant,restaurant
43,6,3,65,10,19,2,84,5,33,91,38,18,54,4.375471698113207,310.62264150943395,27.18170215406268,ChIJl3CGyQoZ6zkRGoDWgslyYgc,27.67494,85.3147046,Patan durbar square,family_restaurant,restaurant
27,1,0,33,15,12,36,30,1,9,114,17,97,70,4.507246376811594,115.78260869565217,19.42143653607658,ChIJC6CzDFUZ6zkRQceoTtWrQAU,27.6735513,85.3246144,Patan durbar square,restaurant,restaurant
11,3,2,20,12,10,0,26,2,13,44,7,6,5,4.38,472.8,27.255169570868283,ChIJx7CRRAAZ6zkRIzLiW0IuUSA,27.6653853,85.3355041,Patan durbar square,asian_restaurant,restaurant
38,2,1,38,15,19,10,42,4,11,101,30,46,22,4.338095238095237,111.71428571428571,93.35852274838126,ChIJC7ZjUgAZ6zkR1XwXLdJ7a2Q,27.6686086,85.3270441,Patan durbar square,chinese_restaurant,restaurant
32,2,2,42,27,7,30,67,6,20,117,31,53,67,4.501538461538462,171.75384615384615,23.326106692307864,ChIJS12owekZ6zkRyuSWigV7CoA,27.6756675,85.3207515,Patan durbar square,restaurant,restaurant
39,6,3,60,8,18,3,80,5,28,81,32,22,59,4.31551724137931,328.55172413793105,5.090781706559565,ChIJNweuivkZ6zkRxSrgSgSdu1w,27.6757233,85.3130529,Patan durbar square,restaurant,restaurant
11,0,0,21,8,9,1,60,4,29,78,15,52,11,4.690909090909091,23.363636363636363,35.881751523467926,ChIJh-3wRDIZ6zkRyQ0NUbaqtgg,27.679374600000003,85.3294514,Patan durbar square,fast_food_restaurant,restaurant
26,1,0,25,4,8,34,25,1,9,112,18,96,56,4.5339285714285715,132.16071428571428,10.82114345782572,ChIJj5GWMgAZ6zkRG7tWeRxuors,27.6738467,85.3256467,Patan durbar square,restaurant,restaurant
29,2,2,53,7,13,3,66,5,25,79,24,21,60,4.352542372881356,296.6101694915254,58.42118386773829,ChIJ-9bJAxwZ6zkRNZHaZwDVu6k,27.6764595,85.31193979999999,Patan durbar square,restaurant,restaurant
30,1,0,31,19,11,35,36,1,9,109,16,92,73,4.505633802816902,112.43661971830986,21.347673437252503,ChIJf-TQhsUZ6zkRB6mSE_d4PJg,27.6737768,85.3241637,Patan durbar square,korean_restaurant,restaurant
5,0,1,13,7,2,2,47,5,21,55,23,23,45,4.32888888888889,314.4888888888889,107.79318492377648,ChIJkepWMzAZ6zkRkg1vM1M_6Ss,27.675317,85.3090442,Patan durbar square,restaurant,restaurant
27,1,0,30,13,11,36,28,1,9,117,15,96,69,4.498550724637681,110.21739130434783,19.42143653607658,ChIJ81rMTL0Z6zkRGKfsRVrtPPI,27.67364,85.3247842,Patan durbar square,restaurant,restaurant
7,0,0,15,8,4,1,41,1,11,46,10,7,16,4.35,177.625,17.079083681019394,ChIJ22g6VSwZ6zkRcKt1DZqU4Qk,27.6696338,85.3094971,Patan durbar square,korean_barbecue_restaurant,restaurant
5,0,0,19,6,2,1,48,1,9,29,11,6,27,4.362962962962963,144.4814814814815,30.44429394393807,ChIJN-GD--QZ6zkRmrTp3XwXrr0,27.6835689,85.3127741,Patan durbar square,chinese_restaurant,restaurant
17,4,3,21,12,14,5,35,5,16,72,20,22,12,4.690909090909091,245.0,89.8420102306933,ChIJm8WWuIcZ6zkRJEK50SvBbF8,27.6668303,85.3317276,Patan durbar square,asian_restaurant,restaurant
5,0,0,17,7,2,0,69,5,14,42,10,14,28,4.371428571428572,235.92857142857142,86.71297634355614,ChIJHxXDno0Z6zkRvBI0y7aQrsc,27.6801855,85.30605949999999,Patan durbar square,korean_restaurant,restaurant
0,0,0,0,0,0,0,0,0,0,0,0,0,1,4.8,16.0,146.93533151778146,ChIJQxZVuj8X6zkRBEsn6_uZ4Fc,27.6450059,85.3274561,Patan durbar square,restaurant,restaurant
53,4,0,67,41,22,0,81,7,19,102,38,25,32,4.346666666666666,137.0,12.254907788782216,ChIJW6e_xHsZ6zkRIzLPyfwS9xc,27.6704783,85.3192097,Patan durbar square,restaurant,restaurant
5,0,1,12,6,2,2,47,4,20,63,23,21,46,4.378260869565219,309.7608695652174,6.681825926457858,ChIJS-ImUXkZ6zkRHcPbK1zllcM,27.6763918,85.3085773,Patan durbar square,north_indian_restaurant,restaurant
32,2,0,33,10,11,18,34,1,8,101,31,73,47,4.417391304347826,138.19565217391303,54.35818289548755,ChIJsX76SM8Z6zkR7KpX1WaJsNU,27.670366,85.32731950000002,Patan durbar square,fast_food_restaurant,restaurant
50,3,2,48,32,11,31,69,5,27,125,35,57,71,4.419117647058823,167.5735294117647,52.69559328482311,ChIJb6BeU-cZ6zkRocRKxoEHfTM,27.6744073,85.32049560000002,Patan durbar square,cafe,cafe
18,1,0,18,8,6,34,21,1,13,91,20,88,52,4.513461538461538,139.23076923076923,51.1717022170265,ChIJ3_AAeQAZ6zkRQQAxQHz01Yk,27.675329,85.3263259,Patan durbar square,cafe,cafe
23,1,2,26,14,6,29,66,5,19,123,27,57,55,4.485454545454546,187.8181818181818,14.593312890898705,ChIJf052vuwZ6zkRtRZstKeqz_M,27.6767011,85.32149380000001,Patan durbar square,restaurant,cafe
61,4,0,68,33,21,33,65,4,15,144,37,71,68,4.386153846153847,150.33846153846153,7.1841962496596,ChIJ256TDAYZ6zkRymzRAf7BNjY,27.6719822,85.32253229999999,Patan durbar square,coffee_shop,cafe
31,2,2,43,27,7,28,68,5,22,115,31,46,64,4.483870967741935,166.43548387096774,18.22756474913196,ChIJ3UIbj-QZ6zkR6R3_pdIIe8Y,27.6757753,85.32054839999999,Patan durbar square,coffee_shop,cafe
47,3,0,41,30,8,31,60,2,20,140,35,68,74,4.44225352112676,150.42253521126761,102.66561194574786,ChIJf2ucz5IZ6zkRW58Sv8Nzs_c,27.674134,85.32149,Patan durbar square,cafe,cafe
35,2,2,43,21,7,25,77,5,21,117,30,41,48,4.495744680851064,171.19148936170214,35.7789449557857,ChIJefZ01ncZ6zkRIAR6_A_E_hE,27.6762044,85.3202888,Patan durbar square,cafe,cafe
24,2,2,29,14,5,29,65,5,18,125,27,50,54,4.494444444444445,188.88888888888889,9.210284276069155,ChIJIf-ESgAZ6zkRrmuxSe_WhvU,27.676772,85.3212171,Patan durbar square,restaurant,cafe
24,1,0,26,6,8,35,23,1,11,109,18,96,66,4.495454545454546,116.45454545454545,17.18418299939094,ChIJHeokg8UZ6zkRRlkovRwqUtY,27.6742031,85.3252369,Patan durbar square,cafe,cafe
17,4,3,15,10,13,5,35,3,17,70,24,29,15,4.492857142857143,31.071428571428573,127.09751947250822,ChIJtZYLEQAZ6zkRuXnN5prKxqE,27.6685178,85.3311914,Patan durbar square,coffee_shop,cafe
12,1,0,15,6,7,34,22,1,15,100,21,77,47,4.517021276595744,135.5744680851064,18.31696431011801,ChIJtWE3eAAZ6zkRR6Jzq99FgyE,27.6761211,85.3267401,Patan durbar square,coffee_shop,cafe
22,4,0,40,11,17,0,71,3,20,69,29,8,34,4.296969696969698,267.93939393939394,82.7271178370554,ChIJYUC8CQAZ6zkRbYuHYq6ZNGo,27.6717754,85.31229019999999,Patan durbar square,coffee_shop,cafe
19,4,0,34,10,12,1,64,2,13,55,18,8,21,4.3,187.8095238095238,46.820843107038165,ChIJrfM3jvEZ6zkR07uHYs9eghU,27.670234800000003,85.3118473,Patan durbar square,cafe,cafe
21,1,0,20,9,7,34,23,2,11,92,20,95,63,4.514285714285714,125.28571428571429,61.49620765616147,ChIJfUosDiEZ6zkREl15HXsJl7o,27.674921,85.32549209999999,Patan durbar square,coffee_shop,cafe
14,1,0,16,5,7,34,22,1,13,94,20,77,51,4.5058823529411764,140.64705882352942,49.80040717377152,ChIJkxroJDIZ6zkRYZQXzYoBA7c,27.6756763,85.3266678,Patan durbar square,cafe,cafe
40,3,0,43,18,17,34,44,1,11,131,22,100,64,4.480645161290323,125.70967741935483,31.567299818904004,ChIJgQk-cMUZ6zkROrghEpUva6Q,27.6728267,85.32456119999999,Patan durbar square,cafe,cafe
13,1,0,13,3,5,18,23,2,12,95,19,72,44,4.467441860465116,129.48837209302326,240.42409839890686,ChIJUfuJHJoZ6zkRJhuLzCR6Yw8,27.6726958,85.3293334,Patan durbar square,cafe,cafe
22,1,1,26,13,6,30,64,6,17,118,20,48,52,4.503846153846154,190.6153846153846,25.199871491385416,ChIJEy6vGAAZ6zkRVLmCM5YQjz8,27.677326,85.32198609999999,Patan durbar square,cafe,cafe
37,6,3,65,9,19,3,76,5,26,94,37,16,54,4.341509433962265,304.75471698113205,21.475533148922832,ChIJt5p6p8wZ6zkR-uWDAdtcOIs,27.675983,85.3143719,Patan durbar square,cafe,cafe
38,2,0,39,11,14,29,38,0,7,116,26,87,54,4.4301886792452825,145.26415094339623,32.7917468373026,ChIJV-w45-0Z6zkR4FqDcYPbksk,27.6712192,85.32646059999999,Patan durbar square,cafe,cafe
28,1,0,31,16,11,36,33,1,9,112,15,93,72,4.495714285714286,115.88571428571429,3.1485055107138193,ChIJyfJrg8UZ6zkRZyRZ_2Z1WYo,27.6737046,85.32437550000002,Patan durbar square,cafe,cafe
18,2,1,37,6,10,2,64,5,24,62,26,23,55,4.31851851851852,305.5,37.55484480501711,ChIJ2Zn9jzMY6zkRcl40FAR3XdQ,27.6751698,85.3104099,Patan durbar square,cafe,cafe
11,2,0,21,37,3,9,81,6,15,83,13,13,22,4.459090909090909,268.77272727272725,75.19967848390365,ChIJY9T8qL0Z6zkRx_dFeJwWZgo,27.6806826,85.3211855,Patan durbar square,cafe,cafe
27,4,2,27,24,4,16,74,7,20,105,21,21,41,4.434146341463414,154.58536585365854,61.23148076232928,ChIJl7E3GskZ6zkRMHlHIEZCtWE,27.6781168,85.3208863,Patan durbar square,restaurant,cafe
39,6,3,60,8,18,3,79,5,28,80,33,21,58,4.303508771929824,333.2456140350877,10.937508230197066,ChIJ5YzodAAZ6zkRpmTxhIkIq6Y,27.6757871,85.3131375,Patan durbar square,coffee_shop,cafe
9,5,2,11,9,9,4,30,6,21,50,19,11,8,4.414285714285714,328.85714285714283,128.96775869626535,ChIJXcj2AgAZ6zkR9oezk83p-5U,27.664320000000004,85.3297407,Patan durbar square,coffee_shop,cafe
21,1,0,20,4,7,28,20,0,8,104,17,95,54,4.4907407407407405,138.77777777777777,120.73059052935365,ChIJLbs4NP0Z6zkRzfuocorrLh8,27.6733375,85.3270053,Patan durbar square,cafe,cafe
31,4,2,50,34,6,7,87,6,17,98,16,20,42,4.366666666666667,210.71428571428572,114.31826420111192,ChIJR6qpA2IZ6zkRckTnThRkln8,27.6793207,85.317962,Patan durbar square,indoor_golf_course,cafe
47,3,0,58,17,25,20,41,4,8,106,30,73,44,4.383720930232558,136.95348837209303,134.69462052048226,ChIJKSgjEA4Z6zkRLr32IE_tX50,27.6699347,85.326043,Patan durbar square,cafe,cafe
5,0,0,25,4,1,2,64,4,20,61,13,14,50,4.42,262.28,1.8282608527030664,ChIJFRVm3_UZ6zkRBGEfOOPMZ-0,27.6806902,85.31040399999999,Patan durbar square,cafe,cafe
4,0,0,21,2,1,3,59,4,12,62,14,10,38,4.5131578947368425,162.39473684210526,63.42894152178304,ChIJYUZDUjQY6zkR78FXlSUQyKY,27.6824888,85.31059809999999,Patan durbar square,cafe,cafe
34,3,3,57,14,12,1,86,5,18,110,28,22,54,4.3471698113207555,313.1509433962264,19.657208543923744,ChIJP9T8TgAZ6zkRsjTnAdVeBW0,27.6776307,85.3167249,Patan durbar square,cafe,cafe
44,2,0,50,12,17,32,42,0,8,119,27,89,56,4.426785714285714,141.42857142857142,43.45075296360066,ChIJNVMCtRoZ6zkRaacWQm4uMiY,27.6717375,85.32541289999999,Patan durbar square,cafe,cafe
51,2,2,60,27,13,19,77,6,28,124,38,43,57,4.444444444444445,157.8148148148148,87.16687375934659,ChIJCbfqmooZ6zkR4BwHCO3Yp6A,27.6752828,85.31965869999999,Patan durbar square,asian_restaurant,cafe
9,2,0,19,38,3,9,69,6,18,75,14,16,27,4.448148148148148,241.59259259259258,63.347484754868844,ChIJZYZiYAAZ6zkRZGW2MsoSuJs,27.6802266,85.3217501,Patan durbar square,coffee_shop,cafe
5,0,1,15,5,2,2,44,5,18,64,20,20,56,4.369642857142858,285.30357142857144,42.5699900676656,ChIJ1TqSqcsZ6zkRfDNVCDsswxA,27.6777661,85.3093847,Patan durbar square,cafe,cafe
7,0,0,11,8,1,1,48,1,11,58,20,12,10,4.47,216.9,4.483797239530441,ChIJTb6ACQAZ6zkRq7R3IPI0w10,27.688342400000003,85.3091494,Patan durbar square,coffee_shop,cafe
34,2,2,42,25,7,28,72,5,22,119,30,43,59,4.514035087719298,160.40350877192984,18.22756474913196,ChIJLW3Z_DYZ6zkRKeJXxchuot8,27.6759208,85.3204622,Patan durbar square,cafe,cafe
5,0,0,14,6,2,2,45,4,20,61,22,22,40,4.3125,296.675,50.4694109892567,ChIJuymldgAZ6zkRWJKsOSnGj5w,27.6759917,85.3080213,Patan durbar square,cafe,cafe
25,1,0,26,6,8,35,25,1,9,114,19,98,61,4.511475409836065,126.63934426229508,25.119509053594584,ChIJfXBDpMUZ6zkRSWQz3BjvT-M,27.6739613,85.32542699999999,Patan durbar square,restaurant,cafe
20,1,0,24,13,6,31,48,2,12,115,22,78,65,4.516923076923077,150.64615384615385,33.77260997817165,ChIJX5iftyoZ6zkREasnVI6EbCE,27.6762441,85.3229326,Patan durbar square,coffee_shop,cafe
5,0,0,12,7,1,2,52,6,18,56,15,19,42,4.366666666666667,271.4761904761905,90.23088227384805,ChIJLbcDt0IZ6zkRRwNW02jA8Sc,27.6780862,85.3080385,Patan durbar square,cafe,cafe
7,0,1,21,5,3,2,46,4,22,69,22,25,59,4.372881355932203,289.54237288135596,50.80847003547787,ChIJYxv8AwoZ6zkRPUGZ-qCbiys,27.676992400000003,85.3102227,Patan durbar square,coffee_shop,cafe
18,4,0,34,10,13,1,63,2,16,63,23,7,21,4.271428571428571,222.04761904761904,26.097849247601687,ChIJlxyesw8Z6zkRGLjEsAkMkuE,27.6709698,85.3115804,Patan durbar square,cafe,cafe
15,0,1,30,5,4,2,53,3,17,73,23,23,61,4.368852459016394,274.6393442622951,29.27351833912191,ChIJz8NpXzQY6zkRthLz231tdaI,27.6775609,85.3110554,Patan durbar square,coffee_shop,cafe
38,4,3,61,6,15,3,72,5,26,85,33,19,58,4.312280701754386,326.36842105263156,25.50691972240239,ChIJIblHGwAZ6zkRh0pLnowLyPg,27.676515100000003,85.31355909999999,Patan durbar square,cafe,cafe
0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,765.0804355676677,ChIJD0rTq8EX6zkRVmvaC6WnYx8,27.6333814,85.3178939,Patan durbar square,coffee_shop,cafe
22,3,0,32,35,2,7,90,5,14,87,9,7,22,4.3090909090909095,240.5,46.26456108402308,ChIJN0PVRfoZ6zkR64Nh1Wc9WZE,27.6818387,85.3177123,Patan durbar square,cafe,cafe
3,1,0,7,1,4,0,5,0,1,0,1,1,4,4.35,52.75,145.80993795537145,ChIJuYQcnWsX6zkRqLT5_leT7E8,27.6581969,85.31718269999999,Patan durbar square,coffee_shop,cafe
2,1,0,3,0,2,0,3,0,1,1,1,0,5,4.38,46.4,197.26669350263774,ChIJK1tmjEwX6zkRtV-2jUykF5M,27.6574762,85.3197723,Patan durbar square,cafe,cafe
45,3,0,53,17,18,29,44,1,9,130,25,97,60,4.4932203389830505,136.67796610169492,33.01387676407077,ChIJQZw3izcZ6zkRJcRLj71q2h8,27.6719473,85.3249482,Patan durbar square,cafe,cafe
9,0,0,16,12,5,2,47,3,19,63,21,16,26,4.223076923076923,192.65384615384616,119.50164189536876,ChIJzfPBADIY6zkRmTWaWYQ48pE,27.6726938,85.3088081,Patan durbar square,coffee_shop,cafe
5,0,1,14,6,2,2,47,4,20,60,22,22,45,4.351111111111112,320.84444444444443,18.658090252774294,ChIJPzXtupAZ6zkRpInLP7QNRKA,27.6762323,85.3084557,Patan durbar square,cafe,cafe
6,0,0,15,9,4,1,38,2,10,53,9,11,14,4.328571428571428,178.64285714285714,78.57322187498555,ChIJLcRwAjIY6zkRuMm_b57kKhA,27.6707286,85.3081021,Patan durbar square,cafe,cafe
13,0,0,25,9,7,2,85,5,23,104,15,28,9,4.544444444444444,26.555555555555557,148.04601407108015,ChIJaToMp6QZ6zkRNklFzGAUAFA,27.6819148,85.3285271,Patan durbar square,restaurant,cafe
38,3,0,56,30,26,1,60,7,13,78,24,21,5,4.04,125.8,131.93162840977575,ChIJ1c4dM6oZ6zkRTh6ovEWiNkI,27.6661746,85.3207442,Patan durbar square,cafe,cafe
46,6,0,66,26,20,1,94,6,29,96,43,12,51,4.357446808510638,226.38297872340425,72.5694959252282,ChIJC936EgAZ6zkRGJ9soMztQOs,27.6725287,85.3154802,Patan durbar square,bar,bar
26,3,3,47,8,9,4,72,4,20,72,25,16,59,4.377586206896551,331.62068965517244,75.89181770298994,ChIJL4Nt4TcZ6zkRrw07pDDh_Ik,27.6786375,85.3143559,Patan durbar square,bar,bar
40,6,3,63,7,18,3,79,5,27,87,38,18,58,4.336842105263158,305.94736842105266,29.448534553519398,ChIJhbZcVTMY6zkRSbObjZ3kggE,27.6758924,85.3138069,Patan durbar square,pub,bar
34,3,3,59,14,12,1,90,5,20,117,28,22,56,4.367272727272727,308.3636363636364,19.657208543923744,ChIJ1eSM9UoZ6zkRqj6vhjwh2Qc,27.6774624,85.3167879,Patan durbar square,cocktail_bar,bar
5,0,0,25,4,1,2,63,4,20,61,13,14,50,4.42,265.06,1.8282608527030664,ChIJZQBKcf0Z6zkRPwWXpkU4Jv4,27.6806781,85.3104166,Patan durbar square,bar,bar
6,0,0,21,4,1,2,51,5,22,48,13,15,45,4.357777777777779,283.8222222222222,9.522132777858381,ChIJjf3ELVgZ6zkRfkKFRkWGZ64,27.6794525,85.3080161,Patan durbar square,pub,bar
12,0,1,29,4,4,2,52,3,17,58,18,19,62,4.3822580645161295,298.4193548387097,27.500130264699738,ChIJHVhKXvUZ6zkRoM_A149iGS4,27.6787003,85.3111704,Patan durbar square,bar,bar
57,4,0,66,37,22,10,74,5,19,119,34,51,51,4.372916666666666,129.95833333333334,48.0140724021698,ChIJyxNFNs4Z6zkR6Fwvilsj9g0,27.671502,85.3208604,Patan durbar square,bar,bar
5,0,0,24,4,1,2,62,5,19,57,14,14,47,4.442553191489363,284.93617021276594,16.058157555533164,ChIJsdfrkTUY6zkRNmOfFQ3Kpj4,27.6808872,85.3100494,Patan durbar square,bar,bar
16,4,0,33,10,12,1,60,2,14,56,17,8,19,4.284210526315789,204.52631578947367,46.820843107038165,ChIJM_7DoKgZ6zkRQrBXzuaYt5o,27.670507,85.31148429999999,Patan durbar square,bar_and_grill,bar
59,5,0,60,37,19,0,79,5,20,128,41,35,37,4.376470588235294,109.6470588235294,58.565965816153856,ChIJfUWPZQAZ6zkRT1WwnCfZFCk,27.6716935,85.319497,Patan durbar square,bar,bar
26,1,2,41,5,6,2,58,3,21,71,22,19,69,4.3652173913043475,277.231884057971,48.512732901753395,ChIJLXPN5jQY6zkRU7Mp9XWnoZU,27.6784332,85.3121223,Patan durbar square,pub,bar
17,1,0,18,13,6,33,38,5,15,114,19,80,57,4.5,153.73684210526315,96.5070302547134,ChIJAebuP6cZ6zkRiL-7S_IrAW0,27.676767,85.3246532,Patan durbar square,bar,bar
19,4,0,36,10,15,1,63,2,16,66,23,8,21,4.3,226.75,26.097849247601687,ChIJa62kjjIY6zkR_LFhjjck9eQ,27.6711925,85.31149429999999,Patan durbar square,bar_and_grill,bar
57,5,0,71,38,22,3,80,6,19,124,35,40,48,4.341304347826087,122.19565217391305,64.4664679142925,ChIJzfbcnI8Z6zkR9AV3g2dZPsI,27.671426200000003,85.3202125,Patan durbar square,bar,bar
42,6,3,66,8,19,3,86,5,30,95,37,19,55,4.355555555555555,317.5,73.47234017228934,ChIJ5Z9iQVYZ6zkRPROXQqvkNFA,27.6756733,85.3150979,Patan durbar square,bar,bar
12,2,0,35,12,5,1,71,1,15,61,18,15,28,4.321428571428571,160.10714285714286,87.23067025716422,ChIJTejNBwAZ6zkR4jKEPNnGj9w,27.6857364,85.31256929999999,Patan durbar square,brunch_restaurant,bar
1,0,0,1,0,0,0,2,0,0,6,3,1,1,4.4,11.0,280.5576373801854,ChIJ1SFAe7IX6zkRZtV2wr3SmOo,27.6576239,85.325566,Patan durbar square,bar,bar
2,0,0,22,2,1,3,61,4,16,59,15,11,44,4.486363636363635,290.75,19.199628004151474,ChIJC20FUogZ6zkRM1V33yXv0p4,27.681703,85.3108147,Patan durbar square,fast_food_restaurant,bar
17,0,1,33,4,4,2,54,2,17,60,19,20,63,4.387301587301588,293.3492063492063,27.500130264699738,ChIJxy-ZMwAZ6zkRYVk60NgynLM,27.6785,85.311335,Patan durbar square,bar,bar
5,0,1,15,6,3,2,44,3,19,64,20,21,53,4.39811320754717,298.22641509433964,36.49718205172812,ChIJLxPAdMcZ6zkRt1Tcqc1kTXg,27.677404100000004,85.30924019999999,Patan durbar square,bar,bar
5,0,1,21,4,2,2,44,5,17,67,20,21,59,4.364406779661017,305.728813559322,72.25239999487766,ChIJ4aiWULwZ6zkRgGIH-VtRSNg,27.6784415,85.30991829999999,Patan durbar square,bar,bar
5,0,1,12,6,2,2,47,4,20,64,22,21,46,4.347826086956523,314.2391304347826,6.681825926457858,ChIJp-utvskZ6zkRysiFZgdhY3U,27.6763937,85.3085096,Patan durbar square,pub,bar
47,6,3,68,13,19,1,87,5,30,93,38,19,50,4.346,276.04,66.76974478032308,ChIJdQDA7MwZ6zkRsVtUQxRYxS4,27.6742958,85.3150855,Patan durbar square,bar,bar
